timestamp,angle,x1,y1,x2,y2,robot_x,robot_y
2026-03-31T11:39:32.090028,30.379931651674504,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.43511199951172,-742.8385009765625
2026-03-31T11:39:32.090224,30.37908422136663,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4610824584961,-742.8740844726562
2026-03-31T11:39:32.093947,30.383974320718114,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.30320739746094,-742.6688842773438
2026-03-31T11:39:32.126824,30.380161572481434,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4273681640625,-742.828857421875
2026-03-31T11:39:32.133593,30.385647329700586,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.22427368164062,-742.5990600585938
2026-03-31T11:39:32.140229,30.394636869310137,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-108.92567443847656,-742.2220458984375
2026-03-31T11:39:32.147877,30.385769815194248,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.2113037109375,-742.5940551757812
2026-03-31T11:39:32.155711,30.395124677266576,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-108.9046401977539,-742.20166015625
2026-03-31T11:39:32.165608,30.3943623236513,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-108.93321990966795,-742.2335815429688
2026-03-31T11:39:32.176317,30.395072678204507,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-108.91365051269533,-742.2037353515625
2026-03-31T11:39:32.184747,30.39120356622813,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.03533935546876,-742.3660888671875
2026-03-31T11:39:32.194778,30.384002280377647,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.30140686035156,-742.667724609375
2026-03-31T11:39:32.203809,30.378814719756107,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.47896575927734,-742.88525390625
2026-03-31T11:39:32.215328,30.379061420964753,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.46452331542967,-742.875
2026-03-31T11:39:32.224031,30.383221868033452,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.32461547851562,-742.7005004882812
2026-03-31T11:39:32.233798,30.383858100648087,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.30248260498048,-742.673828125
2026-03-31T11:39:32.245526,30.378875617877274,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4695281982422,-742.8828125
2026-03-31T11:39:32.254994,30.379208218376387,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.45205688476562,-742.8689575195312
2026-03-31T11:39:32.265874,30.381104086004942,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.36468505859376,-742.789794921875
2026-03-31T11:39:32.276545,30.379205440246746,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4557876586914,-742.8690185546875
2026-03-31T11:39:32.285507,30.383533173754618,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.3185577392578,-742.6873779296875
2026-03-31T11:39:32.294201,30.378866027516587,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4682159423828,-742.8832397460938
2026-03-31T11:39:32.303925,30.37852005347957,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.47891235351562,-742.8977661132812
2026-03-31T11:39:32.315444,30.378993221032875,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.46229553222656,-742.8779296875
2026-03-31T11:39:32.324208,30.37851877077386,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.47049713134766,-742.89794921875
2026-03-31T11:39:32.334533,30.383972987704563,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.2988510131836,-742.6690063476562
2026-03-31T11:39:32.344671,30.383090459249924,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.33023834228516,-742.7059936523438
2026-03-31T11:39:32.356513,30.383828762371714,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.30817413330078,-742.6749877929688
2026-03-31T11:39:32.367277,30.379070029875752,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.4605712890625,-742.8746948242188
2026-03-31T11:39:32.375657,30.37911130911488,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.46570587158205,-742.8728637695312
2026-03-31T11:39:32.385995,30.379095693902915,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.45716094970705,-742.8736572265625
2026-03-31T11:39:32.398935,30.38271112717367,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.33757019042967,-742.7219848632812
2026-03-31T11:39:32.406432,30.382862831120914,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.33552551269533,-742.715576171875
2026-03-31T11:39:32.417383,30.379490059822714,-411.6594250720985,499.52422119091113,255.9008972533115,474.3181765047103,-109.44783020019533,-742.8570556640625
