timestamp,x,y
2026-03-31T11:45:40.318987,-411.67852783203125,499.3329772949219
2026-03-31T11:45:40.319171,-411.65997314453125,499.3568115234375
2026-03-31T11:45:40.348998,-411.6720886230469,499.3464660644531
2026-03-31T11:45:40.393063,-411.6671142578125,499.34259033203125
2026-03-31T11:45:40.398323,-411.6888122558594,499.3294677734375
2026-03-31T11:45:40.404926,-411.6672668457031,499.3505554199219
2026-03-31T11:45:40.415348,-411.66741943359375,499.3467102050781
2026-03-31T11:45:40.425005,-411.66864013671875,499.3451232910156
2026-03-31T11:45:40.434841,-411.7071838378906,499.32781982421875
2026-03-31T11:45:40.445318,-411.6645202636719,499.3575744628906
2026-03-31T11:45:40.455171,-411.6773376464844,499.34625244140625
2026-03-31T11:45:40.464734,-411.66729736328125,499.3540954589844
2026-03-31T11:45:40.474750,-411.6667175292969,499.3548278808594
2026-03-31T11:45:40.485361,-411.6572265625,499.35009765625
2026-03-31T11:45:40.495806,-411.6723937988281,499.345947265625
2026-03-31T11:45:40.506801,-411.6553649902344,499.3593444824219
2026-03-31T11:45:40.518183,-411.6436767578125,499.3666076660156
2026-03-31T11:45:40.527956,-411.678955078125,499.3410949707031
2026-03-31T11:45:40.535120,-411.6484069824219,499.3608093261719
2026-03-31T11:45:40.544850,-411.6616516113281,499.35693359375
2026-03-31T11:45:40.555497,-411.64324951171875,499.3675537109375
2026-03-31T11:45:40.565390,-411.6305236816406,499.3783874511719
2026-03-31T11:45:40.575304,-411.6868591308594,499.3341064453125
2026-03-31T11:45:40.584936,-411.67254638671875,499.3447265625
2026-03-31T11:45:40.595874,-411.66326904296875,499.344482421875
2026-03-31T11:45:40.605271,-411.70281982421875,499.3254699707031
2026-03-31T11:45:40.614669,-411.6615905761719,499.36151123046875
2026-03-31T11:45:40.653796,-411.6838073730469,499.33624267578125
2026-03-31T11:45:40.658461,-411.6730651855469,499.3517761230469
2026-03-31T11:45:40.664813,-411.6595458984375,499.3625793457031
2026-03-31T11:45:40.675547,-411.64215087890625,499.3586120605469
2026-03-31T11:45:40.686450,-411.6509704589844,499.3534240722656
2026-03-31T11:45:40.695106,-411.6555480957031,499.3600769042969
2026-03-31T11:45:40.704906,-411.68798828125,499.3299255371094
2026-03-31T11:45:40.718226,-411.6760559082031,499.34869384765625
2026-03-31T11:45:40.725724,-411.6784362792969,499.3481750488281
2026-03-31T11:45:40.735261,-411.6541442871094,499.36083984375
2026-03-31T11:45:40.747624,-411.686279296875,499.3370666503906
2026-03-31T11:45:40.756514,-411.6357727050781,499.3744201660156
2026-03-31T11:45:40.765023,-411.89666748046875,499.0567932128906
2026-03-31T11:45:40.775029,-411.64935302734375,499.3583984375
2026-03-31T11:45:40.785322,-411.6676330566406,499.3463134765625
2026-03-31T11:45:40.795203,-411.65435791015625,499.356201171875
2026-03-31T11:45:40.804811,-411.6918640136719,499.33856201171875
2026-03-31T11:45:40.815059,-411.70013427734375,499.3179016113281
2026-03-31T11:45:40.824869,-411.6642150878906,499.355712890625
2026-03-31T11:45:40.835678,-411.7323303222656,499.3082580566406
2026-03-31T11:45:40.844875,-411.6751403808594,499.3487854003906
2026-03-31T11:45:40.855027,-411.62994384765625,499.38232421875
2026-03-31T11:45:40.865687,-411.6968688964844,499.32476806640625
2026-03-31T11:45:40.875009,-411.697021484375,499.3204345703125
2026-03-31T11:45:40.885184,-411.69989013671875,499.3233642578125
2026-03-31T11:45:40.895591,-411.6861267089844,499.3463439941406
2026-03-31T11:45:40.905206,-411.7098083496094,499.319580078125
2026-03-31T11:45:40.915141,-411.6719665527344,499.3473815917969
2026-03-31T11:45:40.925173,-411.6747131347656,499.34130859375
2026-03-31T11:45:40.936128,-411.632568359375,499.3773193359375
2026-03-31T11:45:40.945083,-411.7012634277344,499.330810546875
2026-03-31T11:45:40.954800,-411.68023681640625,499.33856201171875
