timestamp,dB_SPL,-90.0,-87.0,-84.0,-81.0,-78.0,-75.0,-72.0,-69.0,-66.0,-63.0,-60.0,-57.0,-54.0,-51.0,-48.0,-45.0,-42.0,-39.0,-36.0,-33.0,-30.0,-27.0,-24.0,-21.0,-18.0,-15.0,-12.0,-9.0,-6.0,-3.0,0.0,3.0,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0,33.0,36.0,39.0,42.0,45.0,48.0,51.0,54.0,57.0,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0,84.0,87.0,90.0,angle,sample_index,time_seconds,left_volume,right_volume
2026-04-02 12:40:42.596827,[67.43085833],3.301910390436137e-09,3.3082777723869e-09,3.327421080291036e-09,3.359462938322998e-09,3.404604926258398e-09,3.4631237062269092e-09,3.535366415307684e-09,3.621746685296605e-09,3.7227440935355243e-09,3.8389124060898715e-09,3.970905920143185e-09,4.119538347086674e-09,4.28589386164589e-09,4.471512647990355e-09,4.6786694466988816e-09,4.9107482295479446e-09,5.172684848442004e-09,5.471401374294084e-09,5.81609662887037e-09,6.2182021126321636e-09,6.690785127750206e-09,7.247209531959467e-09,7.898971613047551e-09,8.652817617570679e-09,9.507493976211069e-09,1.0450721603343836e-08,1.1457139647046428e-08,1.2487951823499924e-08,1.349278484062492e-08,1.4413850592388568e-08,1.5191979935193418e-08,1.5773606258287113e-08,1.6117470911513915e-08,1.6199805039104815e-08,1.6017033701842564e-08,1.5585572633833273e-08,1.4938898751094753e-08,1.4122605502446013e-08,1.3188471894051567e-08,1.2188622785639851e-08,1.117066462038511e-08,1.0174334510079554e-08,9.229815260940908e-09,8.357543749546499e-09,7.569134393567173e-09,6.868966224927675e-09,6.256017353247054e-09,5.725631556685779e-09,5.271024326221048e-09,4.8844467006804415e-09,4.558006783108718e-09,4.284196861312129e-09,4.056193616957565e-09,3.867998992353838e-09,3.7144789025248243e-09,3.591343036369022e-09,3.495095713210052e-09,3.422977090262531e-09,3.372906361464335e-09,3.3434335573914103e-09,3.333703482285441e-09,30.42853755235025,1798715,9.368307,0.442406,0.740275
2026-04-02 12:40:42.754704,[86.27244808],4.651363381064545e-08,4.661915480884185e-08,4.6936631797431495e-08,4.746874281369796e-08,4.8219780549628e-08,4.9195550070649246e-08,5.0403552779000004e-08,5.185383187556256e-08,5.356103362270153e-08,5.5548468584293954e-08,5.7855227723485344e-08,6.054767214134625e-08,6.373676259480606e-08,6.760253361207335e-08,7.242627344188769e-08,7.862933556979507e-08,8.681474562835756e-08,9.78039009321938e-08,1.126561838999439e-07,1.3265536337415953e-07,1.5924501226597108e-07,1.9389791746645035e-07,2.37913326194183e-07,2.9215128029484604e-07,3.567334463150424e-07,4.307603663632755e-07,5.121095113931476e-07,5.973801461301103e-07,6.820351808677347e-07,7.607568276320497e-07,8.279877841959527e-07,8.785837225548819e-07,9.084691121727128e-07,9.151778229358778e-07,8.981773755922359e-07,8.589177659946596e-07,8.006016781209168e-07,7.27727850641891e-07,6.454994534573585e-07,5.592057863161937e-07,4.736770127310535e-07,3.928834731855486e-07,3.197131442420051e-07,2.5592352262440775e-07,2.0223576366451167e-07,1.585233894795697e-07,1.2404526322323625e-07,9.767975534438161e-08,7.812971056072499e-08,6.408173334444427e-08,5.43153600315469e-08,4.7766267888626985e-08,4.3552484363438446e-08,4.097417817101616e-08,3.9497014223221455e-08,3.8727240196156066e-08,3.8384453514534244e-08,3.8275910045392895e-08,3.827455937383212e-08,3.8301812744544794e-08,3.831533538202835e-08,30.515620220535748,1828871,9.52537,0.363969,0.913214
2026-04-02 12:40:42.949224,[87.57610292],5.893164210913912e-08,5.90694459756733e-08,5.948401686998383e-08,6.017869541950284e-08,6.115864877159773e-08,6.243047641854521e-08,6.400209926654685e-08,6.588344068328769e-08,6.808865567708226e-08,7.064098607439356e-08,7.358170541451405e-08,7.698500682061516e-08,8.098093501012292e-08,8.57883093619734e-08,9.175864999334053e-08,9.942996375204549e-08,1.095855205927344e-07,1.2330743874858118e-07,1.4200862915242674e-07,1.6742094952105446e-07,2.0151471831657173e-07,2.463279676512782e-07,3.03695471189816e-07,3.748884216342175e-07,4.602033758933181e-07,5.58567821514477e-07,6.672506021611123e-07,7.817689828420554e-07,8.960636411016344e-07,1.002967876333405e-06,1.0949354978673169e-06,1.1649280514520332e-06,1.2073143742595926e-06,1.2186193578417975e-06,1.1979813461494193e-06,1.147234522316324e-06,1.070609249681728e-06,9.74119259875404e-07,8.647604534657758e-07,7.496695388209066e-07,6.353795977145225e-07,5.272713584190959e-07,4.292669098640429e-07,3.437613245552581e-07,2.717484788341242e-07,2.130759723139082e-07,1.6676042099422346e-07,1.3130432674296885e-07,1.0497313640066117e-07,8.601016326342028e-08,7.278350779308254e-08,6.387078601235778e-08,5.8093963800257136e-08,5.451871695538239e-08,5.2431847327393583e-08,5.130776726385303e-08,5.077202488629346e-08,5.0567006735879726e-08,5.052269345333651e-08,5.05337666049717e-08,5.0543417935050254e-08,30.65034328210645,1866566,9.721698,0.457128,0.78814
2026-04-02 12:40:43.202199,[88.49548639],7.53813349404394e-08,7.553558186289509e-08,7.600017320404114e-08,7.678065078483152e-08,7.788627754176796e-08,7.933029038152982e-08,8.113069895411668e-08,8.331212724658039e-08,8.590942855429772e-08,8.897412383013077e-08,9.258512708015509e-08,9.686568657863973e-08,1.0200884628259729e-07,1.0831373140502265e-07,1.162341339713763e-07,1.2643865293292928e-07,1.3987751764668085e-07,1.5784504022705404e-07,1.820190055309759e-07,2.144509355144565e-07,2.5747697730795624e-07,3.135218481711809e-07,3.847811745443995e-07,4.7279204928613933e-07,5.779353834093582e-07,6.989497250036655e-07,8.32563819927772e-07,9.73362244820196e-07,1.1139759666299874e-06,1.2456361986718689e-06,1.359054115685601e-06,1.445508884607452e-06,1.4979646991520378e-06,1.512013970367848e-06,1.4864684125941098e-06,1.423488189677074e-06,1.3282339243929876e-06,1.2081219458319403e-06,1.071835051963868e-06,9.282730808068128e-07,7.856161383519901e-07,6.506270738787485e-07,5.282552511197515e-07,4.2153910235759124e-07,3.31754872226098e-07,2.58730937769055e-07,2.0124146183871207e-07,1.5740485413752694e-07,1.250340263828698e-07,1.019093569528167e-07,8.596617482584529e-08,7.540354149962092e-08,6.872955964755912e-08,6.476132985252505e-08,6.259669638437276e-08,6.157181542652534e-08,6.121475789280117e-08,6.120176108267235e-08,6.131985674166663e-08,6.143757776820446e-08,6.14842229551227e-08,30.807159764596776,1914906,9.973469,0.397075,0.893776
2026-04-02 12:40:43.254380,[65.84637133],2.038506782089213e-09,2.042932576367953e-09,2.056256504824627e-09,2.0786212047726013e-09,2.1102745064254912e-09,2.151584855574376e-09,2.203063180123154e-09,2.2653909170331903e-09,2.339453198576059e-09,2.4263752661570383e-09,2.527559226095081e-09,2.644717500358675e-09,2.7798988698710277e-09,2.9355026988987803e-09,3.114276190138107e-09,3.319287366885251e-09,3.55386181984857e-09,3.821463571536075e-09,4.125490715533468e-09,4.468948226172737e-09,4.853959599362141e-09,5.28109339637545e-09,5.7485166600783385e-09,6.251045568020476e-09,6.779236393043399e-09,7.318727971735141e-09,7.850083729603267e-09,8.349360258043586e-09,8.78953508184704e-09,9.142764627021925e-09,9.38324610858325e-09,9.490275757271376e-09,9.450987124950456e-09,9.262258959639792e-09,8.9314125523242e-09,8.475545868245723e-09,7.919618141945808e-09,7.2936343260336e-09,6.629425388928571e-09,5.95754844947544e-09,5.304746043135962e-09,4.6922417520789275e-09,4.1349599429386916e-09,3.641588107515702e-09,3.215283834187489e-09,2.854776792889133e-09,2.5556228781934883e-09,2.311414769791253e-09,2.114819025530742e-09,1.9583757305451573e-09,1.8350504153072342e-09,1.7385641267848394e-09,1.663546428149716e-09,1.6055612433822602e-09,1.5610515592173056e-09,1.5272404437288654e-09,1.5020159681221515e-09,1.483818516735524e-09,1.471541666759557e-09,1.4644525882258215e-09,1.4621345852153427e-09,30.832941919041943,1924958,10.025823,0.352523,0.751488
2026-04-02 12:40:43.417989,[90.53551692],1.1482437734158639e-07,1.1507057874402013e-07,1.1581337708138209e-07,1.1706537748318227e-07,1.1884775259464989e-07,1.2119080326771672e-07,1.2413539618993184e-07,1.2773599855317966e-07,1.3206635824585633e-07,1.3722932622056524e-07,1.433729013677446e-07,1.5071524182763818e-07,1.595819341916929e-07,1.704588347589791e-07,1.840626389602455e-07,2.014281600280532e-07,2.240053273830007e-07,2.537498721638257e-07,2.931803718933437e-07,3.453632462491805e-07,4.1378071700378274e-07,5.020401742087815e-07,6.13401952202801e-07,7.501385010415004e-07,9.127882082899449e-07,1.0994216263466676e-06,1.3050804805873516e-06,1.5215623254712978e-06,1.7376920734707869e-06,1.9401428701419934e-06,2.1147552234033706e-06,2.24818157407444e-06,2.329587776468518e-06,2.352103894288734e-06,2.3137503166393942e-06,2.2176661513846598e-06,2.0716093542521232e-06,1.8868440836686e-06,1.676642630121456e-06,1.454681434036181e-06,1.23359665561417e-06,1.0238967264531074e-06,8.333319538942115e-07,6.6672238902638e-07,5.261673157210077e-07,4.1151503581457466e-07,3.20961206168072e-07,2.516605370079474e-07,2.0026882711932133e-07,1.6336877902271626e-07,1.3776530373951556e-07,1.2065945492530785e-07,1.097236290597436e-07,1.031055746694777e-07,9.938758692393627e-08,9.752269080568757e-08,9.67638277387528e-08,9.659653213938432e-08,9.66811016890132e-08,9.680708789977385e-08,9.686099007527469e-08,30.9456608153958,1952601,10.169797,0.422089,0.959407
2026-04-02 12:40:43.621573,[91.55212264],1.4428523082756997e-07,1.4461134722882758e-07,1.4559513786496026e-07,1.4725279237457405e-07,1.496109431116834e-07,1.5270649541807546e-07,1.5658714708834085e-07,1.6131347745934024e-07,1.669639505220044e-07,1.7364483651693984e-07,1.8150793742888282e-07,1.907800267874053e-07,2.0180881017787562e-07,2.151304137323695e-07,2.315620107783291e-07,2.523190570461182e-07,2.7914865964879506e-07,3.144584703327489e-07,3.614052554951878e-07,4.2389223555156877e-07,5.064150941186904e-07,6.137005286501977e-07,7.501051267102445e-07,9.187892396996316e-07,1.1207463013734338e-06,1.3538395551798406e-06,1.6120543747983244e-06,1.885191494087386e-06,2.159186271240672e-06,2.4171377210415724e-06,2.6409843937584767e-06,2.81360676684686e-06,2.921011795390785e-06,2.9542041880483465e-06,2.9103914397941278e-06,2.7932987798080846e-06,2.6125527622403034e-06,2.3822793954278054e-06,2.119206125374352e-06,1.840624017694382e-06,1.5625488505293268e-06,1.2983332577386282e-06,1.0578580933052503e-06,8.473053384976687e-07,6.694158052224811e-07,5.240780398500806e-07,4.090815308728534e-07,3.2088825793948494e-07,2.553173370135834e-07,2.080836627458741e-07,1.7517225963442465e-07,1.530596772467209e-07,1.388108319279805e-07,1.3008591811083078e-07,1.250905728612404e-07,1.22496743738651e-07,1.213544437404391e-07,1.2100763394484197e-07,1.210218417806963e-07,1.2112712634654048e-07,1.211775517477346e-07,31.08713945682656,1995322,10.392302,0.418713,0.810504
2026-04-02 12:40:43.814728,[86.48270365],4.5627576462924517e-08,4.573398055403673e-08,4.605550186675699e-08,4.6599108049412673e-08,4.737657292322832e-08,4.840480874694595e-08,4.970651398886882e-08,5.1311329941966737e-08,5.325778809903272e-08,5.559646886433745e-08,5.839500368047721e-08,6.174583910773718e-08,6.577799315010188e-08,7.067423246908754e-08,7.669492900285497e-08,8.420895492997813e-08,9.372996053527873e-08,1.0595301610738005e-07,1.2178205982292636e-07,1.423337235828799e-07,1.688995566263883e-07,2.028487118837407e-07,2.4545910875767295e-07,2.97678267550658e-07,3.598346448018494e-07,4.313427341064802e-07,5.104640862020982e-07,5.941941577762569e-07,6.783352621155786e-07,7.577868210988324e-07,8.270397487043737e-07,8.808123818181687e-07,9.14724703824493e-07,9.258885858729814e-07,9.13301753304968e-07,8.779709768614197e-07,8.227458746138792e-07,7.519035992472512e-07,6.705711428335219e-07,5.840951699212445e-07,4.974659016719065e-07,4.1487600457615226e-07,3.394573220553254e-07,2.73198797981647e-07,2.1701730259146257e-07,1.7093443259338575e-07,1.343074030226415e-07,1.0606812366649325e-07,8.49369808656723e-08,6.959219782795192e-08,5.8788479129283625e-08,5.1428049138443526e-08,4.6592682130187307e-08,4.354739501136343e-08,4.172611614889693e-08,4.070790977342384e-08,4.01900957424734e-08,3.9962447789782544e-08,3.9884895319114216e-08,3.9869900830127685e-08,3.986991183358354e-08,31.186569045527087,2030504,10.575542,0.415374,0.740288
2026-04-02 12:40:44.011989,[87.60346741],5.8784498001204016e-08,5.8905612364912686e-08,5.927177546386687e-08,5.98915379725857e-08,6.077949373147427e-08,6.195693596104377e-08,6.345306318384033e-08,6.530703621164713e-08,6.75713102530631e-08,7.03168373158879e-08,7.364096898445391e-08,7.767917583106697e-08,8.262196295451762e-08,8.873842721972238e-08,9.64074725896461e-08,1.0615637498939525e-07,1.1870376737799353e-07,1.3500000584060166e-07,1.5625258198990774e-07,1.8391885139161386e-07,2.1964483973976345e-07,2.651299179412027e-07,3.219052829901746e-07,3.910307754363019e-07,4.727383998288692e-07,5.660774223013558e-07,6.686374564556808e-07,7.764335804266869e-07,8.840240801115638e-07,9.848948411508586e-07,1.0720900491166867e-06,1.1390092223564222e-06,1.1802422700468212e-06,1.1922925855081242e-06,1.174051733315282e-06,1.126936365754016e-06,1.0546667051702884e-06,9.627379412024769e-07,8.576925376621008e-07,7.463295954327824e-07,6.349830836311282e-07,5.289692368453832e-07,4.3225642771332413e-07,3.473619972962772e-07,2.754411972422945e-07,2.165099853270596e-07,1.6973689281589537e-07,1.3374627659855036e-07,1.0689053219565223e-07,8.746669032305495e-08,7.386894176860922e-08,6.46805897311392e-08,5.8716029017148156e-08,5.5026157112637706e-08,5.2880323115313214e-08,5.173582303450485e-08,5.1203153460030725e-08,5.10124982231242e-08,5.0984662962561625e-08,5.1008043154259714e-08,5.1022192732281946e-08,31.339278073751565,2070119,10.78187,0.323238,0.911625
