timestamp,dB_SPL,-90.0,-87.0,-84.0,-81.0,-78.0,-75.0,-72.0,-69.0,-66.0,-63.0,-60.0,-57.0,-54.0,-51.0,-48.0,-45.0,-42.0,-39.0,-36.0,-33.0,-30.0,-27.0,-24.0,-21.0,-18.0,-15.0,-12.0,-9.0,-6.0,-3.0,0.0,3.0,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0,33.0,36.0,39.0,42.0,45.0,48.0,51.0,54.0,57.0,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0,84.0,87.0,90.0,angle,x1,y1,x2,y2,robot_x,robot_y,sample_index,time_seconds,left_volume,right_volume
2026-04-02 10:18:37.813703,[90.67057183],1.115457628490852e-07,1.1167819516658102e-07,1.1207722116526574e-07,1.1274889262069803e-07,1.1370642687107128e-07,1.1497578321048402e-07,1.1660525214657716e-07,1.1868086089950574e-07,1.2134985773566894e-07,1.24854795420557e-07,1.2958056049630354e-07,1.361157607557083e-07,1.4532778640283165e-07,1.5844721230444184e-07,1.7715179726824049e-07,2.0363336726217826e-07,2.4062324682823015e-07,2.913454506861789e-07,3.593643210019863e-07,4.48298007726128e-07,5.613841333603866e-07,7.009105022865843e-07,8.675600211444852e-07,1.0597591256608471e-06,1.2731529158763129e-06,1.5003455554676755e-06,1.7310301803608731e-06,1.952583117118227e-06,2.151116597759575e-06,2.312887119096992e-06,2.425866264121445e-06,2.4812226145576998e-06,2.4744569755744426e-06,2.405985130673837e-06,2.2810629761784944e-06,2.1090741101035533e-06,1.9023186089241544e-06,1.6745251557952205e-06,1.4393392551862743e-06,1.2090158084882691e-06,9.934771829949394e-07,7.998095599944499e-07,6.321839826552668e-07,4.921223964057091e-07,3.7899256229022934e-07,2.906092964757413e-07,2.2383639477383365e-07,1.751138530800611e-07,1.4086870848579133e-07,1.1779754750306085e-07,1.0303035409965159e-07,9.419789577192244e-08,8.942943831310545e-08,8.730648825508549e-08,8.679390950601162e-08,8.716417611346132e-08,8.792510435827034e-08,8.875692772353277e-08,8.946132145602485e-08,8.992291649706604e-08,9.00827687223426e-08,30.363016391064946,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-109.994384765625,-738.7704467773438,2150535,11.200703,0.549712,0.670288
2026-04-02 10:18:38.014130,[85.04880891],7.172637897151915e-08,7.172650989067036e-08,7.172731258199448e-08,7.173157619266163e-08,7.174931776096069e-08,7.180640998444668e-08,7.195772510517547e-08,7.230564276402321e-08,7.30246586879509e-08,7.439239318759893e-08,7.682642075014518e-08,8.092493044503594e-08,8.750724999021412e-08,9.76478145298702e-08,1.1269451199947343e-07,1.342600073917837e-07,1.6417340406688228e-07,2.043803865849488e-07,2.567837521618489e-07,3.230236285825974e-07,4.0420768032773753e-07,5.006151850553881e-07,6.114127716453131e-07,7.344305295249097e-07,8.660513159863068e-07,1.0012601003318916e-06,1.1338825075250931e-06,1.2570135397297296e-06,1.3636031278473558e-06,1.447131705068252e-06,1.5022844906625753e-06,1.5255245691343067e-06,1.5154757373729462e-06,1.4730553104888443e-06,1.4013387142992234e-06,1.3051825811519571e-06,1.1906713168571067e-06,1.0644758353407777e-06,9.332184926151116e-07,8.029260156174243e-07,6.786271890554784e-07,5.641211971734359e-07,4.6191287448298156e-07,3.732881150570994e-07,2.984891559545432e-07,2.36945582213759e-07,1.875208868915631e-07,1.487433960257807e-07,1.1900134963571345e-07,9.669247846775877e-08,8.032696660893164e-08,6.858856554560299e-08,6.036185428315264e-08,5.4734691492486863e-08,5.09844340533177e-08,4.8555151738192415e-08,4.7031382978760244e-08,4.6112324196950275e-08,4.558894186687316e-08,4.532543359105428e-08,4.52457459175008e-08,30.36857603661672,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-110.00928497314452,-738.5346069335938,2185717,11.383943,0.54788,0.67212
2026-04-02 10:18:38.058386,[66.44646231],2.9200529631686353e-09,2.9279894027946663e-09,2.952094906429958e-09,2.993264521708843e-09,3.053009127467159e-09,3.133475202452675e-09,3.237454257954065e-09,3.368363228392521e-09,3.530172186510776e-09,3.7272529045688846e-09,3.9641231222510885e-09,4.2450693698326345e-09,4.573647984617626e-09,4.952090328763079e-09,5.380672270736589e-09,5.857144013541091e-09,6.376344449798973e-09,6.930131504131145e-09,7.507733696139973e-09,8.096561013881836e-09,8.683408754730485e-09,9.255865064794997e-09,9.80362515296885e-09,1.0319364231848875e-08,1.0798863454028009e-08,1.1240232965429442e-08,1.1642313169589421e-08,1.2002601168914052e-08,1.2315260695035136e-08,1.2569848454888758e-08,1.2751278764366044e-08,1.2841260621192368e-08,1.2821049052509897e-08,1.2674971237261108e-08,1.2393937898113572e-08,1.1978113706083253e-08,1.143811043215766e-08,1.0794423989977445e-08,1.0075251875208608e-08,9.313180878189329e-09,8.541436089061961e-09,7.790396085356745e-09,7.084929190465712e-09,6.442856901984984e-09,5.874582515792916e-09,5.3837033347924236e-09,4.968293071242279e-09,4.6225044852442595e-09,4.338183011763895e-09,4.106269003114224e-09,3.917867053159538e-09,3.764950812709013e-09,3.6407367865126334e-09,3.539797172090025e-09,3.457993533065519e-09,3.392307339403626e-09,3.3406280964355663e-09,3.30154152356872e-09,3.2741434828616874e-09,3.25789242219491e-09,3.2525046530920213e-09,30.36857603661672,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-110.00928497314452,-738.5346069335938,2198282,11.449385,0.545316,0.674684
2026-04-02 10:18:38.860550,[66.29900447],2.6920946549119e-09,2.7002926828022637e-09,2.7249129037983877e-09,2.7660249423503473e-09,2.823715753435512e-09,2.898046791342457e-09,2.988995917789061e-09,3.096386569255566e-09,3.219808340359537e-09,3.358535409481145e-09,3.5114521303531595e-09,3.6769984317371213e-09,3.853150874882851e-09,4.037457349270699e-09,4.227143013010911e-09,4.419300465300494e-09,4.611166644442963e-09,4.800471778512787e-09,4.985822828601585e-09,5.1670587739548145e-09,5.345494130078631e-09,5.523958621838687e-09,5.706553222741849e-09,5.898080833120504e-09,6.1031721536018045e-09,6.325203679706873e-09,6.565177166554502e-09,6.820776536190114e-09,7.085820106104802e-09,7.350274499705595e-09,7.600898017564355e-09,7.822457008637672e-09,7.999339760604716e-09,8.117309511377406e-09,8.165112382693353e-09,8.135692003201861e-09,8.026847912232985e-09,7.841285097325266e-09,7.58610926458708e-09,7.271903650379305e-09,6.9115657869289505e-09,6.519085763430294e-09,6.108419505167809e-09,5.6925644486711585e-09,5.282893917593157e-09,4.888760725083676e-09,4.517345990490303e-09,4.173707770986907e-09,3.860974852807826e-09,3.580631289331756e-09,3.332843866169312e-09,3.116794674134252e-09,2.930992010999468e-09,2.773543235014077e-09,2.642381940243878e-09,2.535448452877018e-09,2.4508271125095262e-09,2.3868463315171773e-09,2.342148392120522e-09,2.3157357572348277e-09,2.306999715694734e-09,31.07347183675679,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-110.33924102783205,-709.3317260742188,2351575,12.247786,0.446749,0.773251
2026-04-02 10:18:39.058426,[66.56912163],4.672009073140657e-09,4.688463371502041e-09,4.737783247969699e-09,4.819810763035715e-09,4.934188585254161e-09,5.080226822932172e-09,5.256733676491346e-09,5.4618291461091555e-09,5.6927683716063355e-09,5.945807887950532e-09,6.2161520872612305e-09,6.498015887962864e-09,6.784830506254671e-09,7.0696008289098606e-09,7.345395896145265e-09,7.6059222093689e-09,7.846100048308668e-09,8.06254499372687e-09,8.253859377343464e-09,8.420666516619457e-09,8.565372084130191e-09,8.691700486270772e-09,8.804110890360146e-09,8.907226733870653e-09,9.005399449898068e-09,9.10247083993881e-09,9.201715453292776e-09,9.305864753880852e-09,9.417072283883751e-09,9.536696175630381e-09,9.66485265119012e-09,9.79980672084202e-09,9.937371922946444e-09,1.00705463607793e-08,1.0189590980288204e-08,1.0282659644612478e-08,1.033694869704568e-08,1.034019234128766e-08,1.0282234050147677e-08,1.0156380884819183e-08,9.960299371558854e-09,9.696317607104136e-09,9.371124533578871e-09,8.9949694159892e-09,8.580538072151981e-09,8.14170792287227e-09,7.69236612705468e-09,7.245427855261334e-09,6.812132124551042e-09,6.401635475127872e-09,6.020879000861383e-09,5.674676071215055e-09,5.3659560586992235e-09,5.096100164232357e-09,4.8653145157861615e-09,4.672998780402802e-09,4.5180821764456045e-09,4.399310774956208e-09,4.315479195889644e-09,4.265605930110446e-09,4.249054788711409e-09,31.244263409526077,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-110.37779235839844,-702.4501953125,2389863,12.447203,0.409945,0.810055
2026-04-02 10:18:39.254027,[86.36704848],4.5394805544968794e-08,4.55016204446581e-08,4.5823988356833596e-08,4.636758978185808e-08,4.7141631890106655e-08,4.8158592767298054e-08,4.943415512080026e-08,5.098767572866112e-08,5.2843717307444484e-08,5.5035408604862364e-08,5.76106887034211e-08,6.064278732816116e-08,6.42464860656037e-08,6.860160299090045e-08,7.398446665609616e-08,8.0806572874418e-08,8.965689289616117e-08,1.0134041431482573e-07,1.1690090465464729e-07,1.3761169996071758e-07,1.649163057541157e-07,2.003028910163704e-07,2.451051920358467e-07,3.002375041018603e-07,3.6589171793292827e-07,4.412455000176205e-07,5.242463035892386e-07,6.115389748274339e-07,6.985902800256524e-07,7.800311853424323e-07,8.501925394012184e-07,9.037626403688268e-07,9.364592409141288e-07,9.45595346545928e-07,9.304332804668444e-07,8.922622485366721e-07,8.341906467305173e-07,7.607008136578072e-07,6.770564686820271e-07,5.886722017530782e-07,5.005479552333043e-07,4.168444465684317e-07,3.406375349382322e-07,2.738513205430651e-07,2.17339837499432e-07,1.7107012156996574e-07,1.343555364908434e-07,1.0609468711639225e-07,8.49836672993069e-08,6.968345568592516e-08,5.8936732365804136e-08,5.163746796034947e-08,4.6861906997405644e-08,4.387153326544909e-08,4.209822187199186e-08,4.112006822437848e-08,4.0634178797605295e-08,4.0430582783244185e-08,4.0369685833284424e-08,4.0364443652672134e-08,4.036766210187332e-08,31.371082276988368,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-110.36986541748048,-697.3884887695312,2427558,12.643531,0.373091,0.846909
2026-04-02 10:18:39.459762,[87.42277076],6.047107435106759e-08,6.060957028952682e-08,6.102740897083575e-08,6.173147804359145e-08,6.273274663793486e-08,6.404564495607353e-08,6.568751133646994e-08,6.76784880483004e-08,7.004246141332815e-08,7.280994506796739e-08,7.602420437079114e-08,7.975237930387648e-08,8.41037666944351e-08,8.92575359619255e-08,9.550160627782649e-08,1.0328273905193361e-07,1.1326465887907757e-07,1.2638603400653332e-07,1.4390383075512297e-07,1.6740119008688708e-07,1.9873482512124119e-07,2.398979610234464e-07,2.92783856996575e-07,3.588533771213888e-07,4.3873653666311764e-07,5.318274232226128e-07,6.359560596409553e-07,7.472299545167431e-07,8.601244955258532e-07,9.67862688588413e-07,1.0630666185233665e-06,1.1385986712406024e-06,1.1884576647064946e-06,1.2085700430793793e-06,1.1973285972844415e-06,1.155779365821238e-06,1.0874292015906525e-06,9.977228117703786e-07,8.932991312306476e-07,7.811685491067119e-07,6.679501264776003e-07,5.592766452485064e-07,4.594270860835304e-07,3.7119514333437933e-07,2.959606350387149e-07,2.339051300068433e-07,1.8430511147175515e-07,1.4584236496916706e-07,1.1688648191093005e-07,9.572262391471278e-08,8.071445713728892e-08,7.040479863859502e-08,6.356419791740554e-08,5.9200901766163363e-08,5.6545601703681387e-08,5.50223739455611e-08,5.4214433579604344e-08,5.38305373449345e-08,5.367553517190727e-08,5.3626864434004254e-08,5.361769524655828e-08,31.047890807132784,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-91.00370025634766,-710.5255126953125,2467766,12.852948,0.335631,0.884369
2026-04-02 10:18:39.662907,[88.34529407],7.502887866025359e-08,7.522259056470444e-08,7.580614362826526e-08,7.67863351809564e-08,7.817302268155938e-08,7.997708433531643e-08,8.220794734528146e-08,8.487118606153328e-08,8.7967019206499e-08,9.14910089436594e-08,9.543889546938009e-08,9.981823907201769e-08,1.0467022652912307e-07,1.101053077199554e-07,1.1635575280519395e-07,1.238461119095917e-07,1.332782941751714e-07,1.457212707909311e-07,1.6268671000699584e-07,1.8616279304038165e-07,2.1857198575530066e-07,2.626185859139131e-07,3.21002319435634e-07,3.959973112322617e-07,4.889300568134344e-07,5.996294514639758e-07,7.259558861393316e-07,8.635321354519819e-07,1.0057854897094243e-06,1.1443642955952223e-06,1.2699188272528426e-06,1.37315248042359e-06,1.4459772516616142e-06,1.4825692150161625e-06,1.480128750226155e-06,1.439206500713169e-06,1.3635451816669506e-06,1.2594855508009523e-06,1.1350665137708691e-06,9.989952852851126e-07,8.596663179028927e-07,7.243724857978169e-07,5.98793156613547e-07,4.867791966777905e-07,3.904003075722885e-07,3.101850226132118e-07,2.454706977527195e-07,1.947865340454467e-07,1.5621038467394215e-07,1.2766254054913905e-07,1.0712094449674769e-07,9.275875578368617e-08,8.301558308115841e-08,7.661845796690724e-08,7.25691130525931e-08,7.0112001242136e-08,6.869419465741559e-08,6.792487725240249e-08,6.753920566029668e-08,6.73691158677911e-08,6.732221647792652e-08,31.655998648451792,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-109.6671142578125,-686.177001953125,2502948,13.036188,0.306407,0.913593
2026-04-02 10:18:39.864488,[90.10027959],1.1667510286264055e-07,1.1699383299423517e-07,1.1795460733002315e-07,1.1957032676822592e-07,1.218596955151907e-07,1.2484318143781928e-07,1.285377483583209e-07,1.329509421851443e-07,1.3807539628951205e-07,1.4388558856691974e-07,1.5033979119432693e-07,1.5739157277169225e-07,1.6501672649350544e-07,1.732626032640412e-07,1.823266617570505e-07,1.926684281775417e-07,2.05152738226468e-07,2.2121131110034405e-07,2.429947748966957e-07,2.7347059734600425e-07,3.164087577447961e-07,3.761932115525128e-07,4.574104193113965e-07,5.642011919865273e-07,6.994178922326271e-07,8.636965182548309e-07,1.054615125573133e-06,1.2661445515021287e-06,1.488584899508646e-06,1.709112593303382e-06,1.912945651585521e-06,2.084994575701293e-06,2.211740234536996e-06,2.283006164837335e-06,2.293295869149966e-06,2.242448825784893e-06,2.135510772150705e-06,1.9818758933515277e-06,1.79389798651261e-06,1.5852510392534132e-06,1.3693324219473783e-06,1.1579505602295817e-06,9.604460643888391e-07,7.83290097908369e-07,6.301126150137266e-07,5.020527891261959e-07,3.982995686568944e-07,3.166970103955266e-07,2.5431625726113977e-07,2.079318451916663e-07,1.7437459845133766e-07,1.507605645106046e-07,1.3461290174461658e-07,1.239019018951073e-07,1.170295629473494e-07,1.127819735260785e-07,1.1026759616946872e-07,1.0885406893357964e-07,1.0811140601170949e-07,1.0776591039384821e-07,1.0766675971819685e-07,31.807168751896796,-408.0636413764755,499.707371287589,257.3392385238664,475.5391160153201,-109.30146026611328,-680.3078002929688,2543156,13.245604,0.279136,0.940864
