timestamp,angle
2026-03-31T11:12:19.361060,30.38296650067887
2026-03-31T11:12:19.362358,30.38621659812674
2026-03-31T11:12:19.372137,30.386511261818065
2026-03-31T11:12:19.383497,30.38340660614272
2026-03-31T11:12:19.408155,30.38299820685707
2026-03-31T11:12:19.415291,30.382509651553224
2026-03-31T11:12:19.423096,30.384515645063964
2026-03-31T11:12:19.433303,30.383429323044094
2026-03-31T11:12:19.441470,30.38303584866843
2026-03-31T11:12:19.452291,30.380943226494004
2026-03-31T11:12:19.462097,30.394636377124744
2026-03-31T11:12:19.472333,30.377561868656397
2026-03-31T11:12:19.482457,30.37485907044336
2026-03-31T11:12:19.492412,30.3758348427277
2026-03-31T11:12:19.506630,30.376086726273677
2026-03-31T11:12:19.512990,30.376394942443508
2026-03-31T11:12:19.526047,30.375777629190374
2026-03-31T11:12:19.534686,30.37242300298623
2026-03-31T11:12:19.549074,30.382884063066967
2026-03-31T11:12:19.558369,30.38386616306018
2026-03-31T11:12:19.565029,30.38377450704671
2026-03-31T11:12:19.572604,30.39231288276624
2026-03-31T11:12:19.582182,30.38359640232894
2026-03-31T11:12:19.592385,30.383074684828152
2026-03-31T11:12:19.602915,30.381215373898677
2026-03-31T11:12:19.611569,30.374647932249275
2026-03-31T11:12:19.622220,30.376676866614936
2026-03-31T11:12:19.633487,30.374465482739623
2026-03-31T11:12:19.642364,30.37680960913456
2026-03-31T11:12:19.651933,30.376896804483582
2026-03-31T11:12:19.662103,30.37523361839487
2026-03-31T11:12:19.672726,30.37443889803029
2026-03-31T11:12:19.683964,30.378294278106097
2026-03-31T11:12:19.692527,30.37355406052669
2026-03-31T11:12:19.703204,30.377379605447302
2026-03-31T11:12:19.711880,30.372369566916788
2026-03-31T11:12:19.731712,30.375715786317684
2026-03-31T11:12:19.737399,30.390156817893025
2026-03-31T11:12:19.745307,30.374715864074716
2026-03-31T11:12:19.752944,30.385686704310448
2026-03-31T11:12:19.762155,30.382675759568663
2026-03-31T11:12:19.771623,30.39219592177369
2026-03-31T11:12:19.782901,30.38393539617347
2026-03-31T11:12:19.791694,30.38322436633483
2026-03-31T11:12:19.802479,30.383732587431933
2026-03-31T11:12:19.812263,30.38423274614331
2026-03-31T11:12:19.844884,30.385103843886707
2026-03-31T11:12:19.849468,30.38366710380372
2026-03-31T11:12:19.855879,30.38622132529319
2026-03-31T11:12:19.863362,30.382438533013868
2026-03-31T11:12:19.873718,30.38227762814506
2026-03-31T11:12:19.881739,30.393135204513243
2026-03-31T11:12:19.906139,30.384064401594653
2026-03-31T11:12:19.911886,30.383049104795347
2026-03-31T11:12:19.921968,30.37431296931016
2026-03-31T11:12:19.932554,30.375096709760776
2026-03-31T11:12:19.943494,30.3743810138182
2026-03-31T11:12:19.952187,30.376059781366877
2026-03-31T11:12:19.962037,30.37729174383909
2026-03-31T11:12:19.972426,30.39359758582575
2026-03-31T11:12:19.981876,30.393582532591562
2026-03-31T11:12:19.991340,30.383690462517475
2026-03-31T11:12:20.001523,30.383776389176916
2026-03-31T11:12:20.012038,30.394096462920928
2026-03-31T11:12:20.021882,30.393760553552173
2026-03-31T11:12:20.049105,30.384893982631933
2026-03-31T11:12:20.058343,30.383814374652694
2026-03-31T11:12:20.071033,30.38267804849328
2026-03-31T11:12:20.082961,30.383165722511176
2026-03-31T11:12:20.095336,30.39409945430238
2026-03-31T11:12:20.106509,30.414205537535494
2026-03-31T11:12:20.118561,30.41430906559312
2026-03-31T11:12:20.129514,30.41377183716403
2026-03-31T11:12:20.138567,30.414271821841083
2026-03-31T11:12:20.148775,30.41416922794835
2026-03-31T11:12:20.156640,30.41445957016722
2026-03-31T11:12:20.168505,30.414681752200668
