timestamp,robot_x,robot_y,speakerL_x,speakerL_y,speakerR_x,speakerR_y
2026-06-09T10:24:40.288799,-420.2659606933594,-508.40057373046875,-350.2480773925781,-169.96604919433594,-343.2353515625,-851.1837158203125
2026-06-09T10:24:40.298804,-420.2757568359375,-508.4040832519531,-350.24237060546875,-169.96253967285156,-343.1461181640625,-851.2354125976562
2026-06-09T10:24:40.308964,-420.2684631347656,-508.3966064453125,-350.2413635253906,-169.96510314941406,-343.1829528808594,-851.3334350585938
2026-06-09T10:24:40.319178,-420.2750244140625,-508.3973388671875,-350.2407531738281,-169.9662322998047,-343.1346740722656,-851.30517578125
2026-06-09T10:24:40.328930,-420.26263427734375,-508.3878173828125,-350.2499084472656,-169.96058654785156,-343.20068359375,-851.2924194335938
2026-06-09T10:24:40.338935,-420.2704772949219,-508.40057373046875,-350.23895263671875,-169.95260620117188,-343.1921081542969,-851.2637329101562
2026-06-09T10:24:40.348935,-420.2550354003906,-508.3756408691406,-350.2496337890625,-169.96096801757812,-343.20196533203125,-851.2506713867188
2026-06-09T10:24:40.358935,-420.27520751953125,-508.41015625,-350.2397155761719,-169.95887756347656,-343.2168884277344,-851.2393188476562
2026-06-09T10:24:40.368935,-420.2711486816406,-508.38702392578125,-350.240234375,-169.96023559570312,-343.2191467285156,-851.22412109375
2026-06-09T10:24:40.378935,-420.2765808105469,-508.4094543457031,-350.24560546875,-169.9590301513672,-343.2371826171875,-851.2164916992188
2026-06-09T10:24:40.388935,-420.25714111328125,-508.3908996582031,-350.2369079589844,-169.957275390625,-343.2271728515625,-851.1966552734375
2026-06-09T10:24:40.398935,-420.2742919921875,-508.3858947753906,-350.2419738769531,-169.96109008789062,-343.2369689941406,-851.1790771484375
2026-06-09T10:24:40.408935,-420.2631530761719,-508.39630126953125,-350.2365417480469,-169.9541473388672,-343.2359313964844,-851.1734619140625
2026-06-09T10:24:40.418935,-420.2742614746094,-508.3798522949219,-350.2388610839844,-169.96331787109375,-343.2261657714844,-851.1528930664062
2026-06-09T10:24:40.428935,-420.273681640625,-508.3989562988281,-350.2314758300781,-169.9461212158203,-343.2491455078125,-851.1950073242188
2026-06-09T10:24:40.438935,-420.2574157714844,-508.390869140625,-350.23931884765625,-169.9624786376953,-343.1912536621094,-851.1085815429688
2026-06-09T10:24:40.448935,-420.2391662597656,-508.34912109375,-350.23687744140625,-169.96246337890625,-343.2003479003906,-851.1099243164062
2026-06-09T10:24:40.458935,-420.2771301269531,-508.4107971191406,-350.2358093261719,-169.95416259765625,-343.1316833496094,-851.1061401367188
2026-06-09T10:24:40.468935,-420.2470397949219,-508.38433837890625,-350.2373352050781,-169.9501953125,-343.17608642578125,-851.1239624023438
