timestamp,robot_x,robot_y,speakerL_x,speakerL_y,speakerR_x,speakerR_y
2026-06-09T09:18:46.945319,-1123.0516357421875,-516.1342163085938,-352.619384765625,-169.50851440429688,-340.89892578125,-850.9814453125
2026-06-09T09:18:46.954711,-1123.06689453125,-516.1416625976562,-352.6214294433594,-169.50160217285156,-340.8933410644531,-850.9819946289062
2026-06-09T09:18:46.964612,-1123.0557861328125,-516.1337890625,-352.61407470703125,-169.50619506835938,-340.89666748046875,-850.9801025390625
2026-06-09T09:18:46.975614,-1123.060546875,-516.1453857421875,-352.6205749511719,-169.49269104003906,-340.89178466796875,-850.9772338867188
2026-06-09T09:18:46.984765,-1123.0614013671875,-516.1400146484375,-352.61627197265625,-169.50396728515625,-340.89447021484375,-850.9782104492188
2026-06-09T09:18:46.995004,-1123.0667724609375,-516.1448364257812,-352.629638671875,-169.50140380859375,-340.89886474609375,-850.9840087890625
2026-06-09T09:18:47.005004,-1123.0645751953125,-516.13916015625,-352.61419677734375,-169.5022430419922,-340.8916320800781,-850.9783325195312
2026-06-09T09:18:47.015004,-1123.0633544921875,-516.1402587890625,-352.6212158203125,-169.49717712402344,-340.8956604003906,-850.9797973632812
2026-06-09T09:18:47.025004,-1123.0565185546875,-516.1441650390625,-352.6093444824219,-169.5057373046875,-340.8907470703125,-850.9812622070312
2026-06-09T09:18:47.035004,-1123.0587158203125,-516.1466064453125,-352.6218566894531,-169.50332641601562,-340.9057312011719,-850.981201171875
2026-06-09T09:18:47.045004,-1123.0579833984375,-516.1402587890625,-352.6077575683594,-169.5047607421875,-340.9061279296875,-850.98095703125
2026-06-09T09:18:47.055004,-1123.0570068359375,-516.1427612304688,-352.62255859375,-169.50390625,-340.8975830078125,-850.9740600585938
2026-06-09T09:18:47.065004,-1123.0665283203125,-516.135009765625,-352.61346435546875,-169.49942016601562,-340.8973083496094,-850.9920654296875
2026-06-09T09:18:47.075004,-1123.060546875,-516.1487426757812,-352.6197814941406,-169.50643920898438,-340.88299560546875,-850.9793701171875
2026-06-09T09:18:47.085004,-1123.0731201171875,-516.1319580078125,-352.6148681640625,-169.50387573242188,-340.8997802734375,-850.9846801757812
2026-06-09T09:18:47.095004,-1123.0556640625,-516.1487426757812,-352.606689453125,-169.504638671875,-340.890625,-850.9888305664062
2026-06-09T09:18:47.105004,-1123.056396484375,-516.14306640625,-352.6185607910156,-169.50228881835938,-340.9093322753906,-850.9799194335938
2026-06-09T09:18:47.115004,-1123.0596923828125,-516.1420288085938,-352.6228942871094,-169.5094757080078,-340.8883361816406,-850.9854736328125
2026-06-09T09:18:47.125004,-1123.0623779296875,-516.1484985351562,-352.6130065917969,-169.50009155273438,-340.9109802246094,-850.9852294921875
2026-06-09T09:18:47.135004,-1123.0643310546875,-516.1378173828125,-352.62469482421875,-169.5023651123047,-340.8950500488281,-850.9797973632812
2026-06-09T09:18:47.145004,-1123.0577392578125,-516.1439208984375,-352.60858154296875,-169.50640869140625,-340.89508056640625,-850.9845581054688
2026-06-09T09:18:47.155004,-1123.062255859375,-516.1376342773438,-352.6209716796875,-169.50778198242188,-340.90899658203125,-850.9835205078125
2026-06-09T09:18:47.165004,-1123.0606689453125,-516.1475830078125,-352.62261962890625,-169.50669860839844,-340.8964538574219,-850.9778442382812
2026-06-09T09:18:47.175004,-1123.0660400390625,-516.1396484375,-352.6184387207031,-169.50137329101562,-340.8979797363281,-850.9815063476562
2026-06-09T09:18:47.185004,-1123.0594482421875,-516.1428833007812,-352.61572265625,-169.50213623046875,-340.8957824707031,-850.9859008789062
2026-06-09T09:18:47.195004,-1123.064697265625,-516.1484985351562,-352.61383056640625,-169.4999542236328,-340.8908996582031,-850.982666015625
2026-06-09T09:18:47.205004,-1123.0615234375,-516.149658203125,-352.61712646484375,-169.51089477539062,-340.8929443359375,-850.9782104492188
2026-06-09T09:18:47.215004,-1123.0701904296875,-516.1411743164062,-352.61944580078125,-169.5074920654297,-340.8973083496094,-850.9866333007812
2026-06-09T09:18:47.225004,-1123.0693359375,-516.1407470703125,-352.6177062988281,-169.49940490722656,-340.90087890625,-850.976806640625
2026-06-09T09:18:47.235004,-1123.0618896484375,-516.1434326171875,-352.6192321777344,-169.50596618652344,-340.89385986328125,-850.984619140625
2026-06-09T09:18:47.245004,-1123.06005859375,-516.1338500976562,-352.62030029296875,-169.50279235839844,-340.9000244140625,-850.9781494140625
2026-06-09T09:18:47.255004,-1123.060791015625,-516.1392211914062,-352.6221923828125,-169.51083374023438,-340.89984130859375,-850.983642578125
2026-06-09T09:18:47.265004,-1123.056884765625,-516.1546020507812,-352.6182861328125,-169.5080108642578,-340.8993225097656,-850.983642578125
2026-06-09T09:18:47.275004,-1123.0682373046875,-516.1412353515625,-352.6183166503906,-169.50350952148438,-340.9002685546875,-850.9799194335938
2026-06-09T09:18:47.285004,-1123.0655517578125,-516.1507568359375,-352.6201477050781,-169.5019989013672,-340.8937683105469,-850.9888916015625
2026-06-09T09:18:47.295004,-1123.05810546875,-516.1433715820312,-352.6123046875,-169.5050811767578,-340.8984680175781,-850.9771728515625
2026-06-09T09:18:47.305004,-1123.069580078125,-516.1424560546875,-352.6147766113281,-169.5045166015625,-340.8927917480469,-850.9888916015625
2026-06-09T09:18:47.315004,-1123.0654296875,-516.1483764648438,-352.6201477050781,-169.50901794433594,-340.9067077636719,-850.9768676757812
2026-06-09T09:18:47.325004,-1123.076904296875,-516.1406860351562,-352.616943359375,-169.5006103515625,-340.8951416015625,-850.98583984375
2026-06-09T09:18:47.335004,-1123.0762939453125,-516.1415405273438,-352.6220397949219,-169.50448608398438,-340.9037780761719,-850.977783203125
2026-06-09T09:18:47.345004,-1123.06396484375,-516.1441650390625,-352.6221618652344,-169.5066375732422,-340.8950500488281,-850.9878540039062
2026-06-09T09:18:47.355004,-1123.0614013671875,-516.1322021484375,-352.61480712890625,-169.50889587402344,-340.8963623046875,-850.98046875
2026-06-09T09:18:47.365004,-1123.062255859375,-516.1455078125,-352.6127014160156,-169.49737548828125,-340.9002685546875,-850.9774169921875
2026-06-09T09:18:47.375004,-1123.058349609375,-516.14111328125,-352.61639404296875,-169.506103515625,-340.8945617675781,-850.992431640625
2026-06-09T09:18:47.385004,-1123.066650390625,-516.1521606445312,-352.62451171875,-169.5034637451172,-340.9053649902344,-850.9855346679688
2026-06-09T09:18:47.395004,-1123.066650390625,-516.1495361328125,-352.61724853515625,-169.50975036621094,-340.8902587890625,-850.9879760742188
2026-06-09T09:18:47.405004,-1123.0673828125,-516.1411743164062,-352.6273498535156,-169.4990692138672,-340.9085388183594,-850.9859619140625
2026-06-09T09:18:47.415004,-1123.06884765625,-516.1420288085938,-352.61669921875,-169.50404357910156,-340.8934326171875,-850.9837646484375
2026-06-09T09:18:47.425004,-1123.0623779296875,-516.1387329101562,-352.61688232421875,-169.50930786132812,-340.905029296875,-850.9784545898438
2026-06-09T09:18:47.435004,-1123.0592041015625,-516.1475830078125,-352.6219177246094,-169.5086212158203,-340.8975524902344,-850.9813842773438
2026-06-09T09:18:47.445004,-1123.0596923828125,-516.1411743164062,-352.6243591308594,-169.5106964111328,-340.9076232910156,-850.979736328125
2026-06-09T09:18:47.455004,-1123.0623779296875,-516.1407470703125,-352.623779296875,-169.50323486328125,-340.8940734863281,-850.97705078125
2026-06-09T09:18:47.465004,-1123.0660400390625,-516.140625,-352.6177673339844,-169.50022888183594,-340.8915100097656,-850.9808349609375
2026-06-09T09:18:47.475004,-1123.0687255859375,-516.1422119140625,-352.6123046875,-169.50909423828125,-340.8985900878906,-850.985595703125
2026-06-09T09:18:47.485004,-1123.06689453125,-516.1348266601562,-352.62628173828125,-169.500732421875,-341.0794372558594,-850.8739624023438
2026-06-09T09:18:47.495004,-1123.0706787109375,-516.142822265625,-352.6205139160156,-169.50157165527344,-341.001953125,-850.9622802734375
2026-06-09T09:18:47.505004,-1123.064697265625,-516.1394653320312,-352.626953125,-169.50315856933594,-341.0242919921875,-850.9102172851562
2026-06-09T09:18:47.515004,-1123.0645751953125,-516.1486206054688,-352.6131896972656,-169.5107879638672,-340.96710205078125,-850.93017578125
2026-06-09T09:18:47.525004,-1123.064208984375,-516.13525390625,-352.6167297363281,-169.505126953125,-340.9663391113281,-850.968994140625
2026-06-09T09:18:47.535004,-1123.0633544921875,-516.1422729492188,-352.6132507324219,-169.5119171142578,-340.9576416015625,-850.965087890625
2026-06-09T09:18:47.545004,-1123.0670166015625,-516.1395263671875,-352.622802734375,-169.49853515625,-340.9356384277344,-850.9719848632812
2026-06-09T09:18:47.555004,-1123.066650390625,-516.1358642578125,-352.6186218261719,-169.50601196289062,-340.9305419921875,-850.9717407226562
2026-06-09T09:18:47.565004,-1123.066162109375,-516.1408081054688,-352.620849609375,-169.50794982910156,-340.9089050292969,-850.9840087890625
2026-06-09T09:18:47.575004,-1123.0521240234375,-516.1390380859375,-352.61968994140625,-169.51126098632812,-340.9080505371094,-850.9830322265625
2026-06-09T09:18:47.585004,-1123.0645751953125,-516.1483154296875,-352.6184387207031,-169.50047302246094,-340.89373779296875,-850.9918823242188
2026-06-09T09:18:47.595004,-1123.0570068359375,-516.149658203125,-352.62200927734375,-169.51528930664062,-340.8922424316406,-850.9845581054688
2026-06-09T09:18:47.605004,-1123.0693359375,-516.1473388671875,-352.6199951171875,-169.49832153320312,-340.89715576171875,-850.9873046875
2026-06-09T09:18:47.615004,-1123.0565185546875,-516.1399536132812,-352.6197204589844,-169.5047607421875,-340.899169921875,-850.9915161132812
2026-06-09T09:18:47.625004,-1123.0712890625,-516.146484375,-352.62286376953125,-169.50314331054688,-340.8930969238281,-850.9822998046875
2026-06-09T09:18:47.635004,-1123.06640625,-516.1392822265625,-352.617431640625,-169.50753784179688,-340.9060363769531,-850.9879760742188
2026-06-09T09:18:47.645004,-1123.0694580078125,-516.14892578125,-352.6169738769531,-169.5030975341797,-340.8885192871094,-850.9957275390625
2026-06-09T09:18:47.655004,-1123.06005859375,-516.132568359375,-352.6154479980469,-169.5015869140625,-340.90472412109375,-850.9806518554688
2026-06-09T09:18:47.665004,-1123.0643310546875,-516.1433715820312,-352.6264953613281,-169.501953125,-340.89984130859375,-850.98779296875
2026-06-09T09:18:47.675004,-1123.062744140625,-516.1421508789062,-352.6184387207031,-169.50247192382812,-340.8953857421875,-850.9788208007812
2026-06-09T09:18:47.685004,-1123.0670166015625,-516.1500244140625,-352.6183166503906,-169.50340270996094,-340.90179443359375,-850.993408203125
2026-06-09T09:18:47.695004,-1123.057861328125,-516.1510620117188,-352.6139831542969,-169.50448608398438,-340.9022521972656,-850.987548828125
2026-06-09T09:18:47.705004,-1123.06787109375,-516.140869140625,-352.61968994140625,-169.50636291503906,-340.9008483886719,-850.9896850585938
2026-06-09T09:18:47.715004,-1123.055419921875,-516.1442260742188,-352.6227111816406,-169.5109405517578,-340.90106201171875,-850.9844360351562
2026-06-09T09:18:47.725004,-1123.0762939453125,-516.1331176757812,-352.61444091796875,-169.49545288085938,-340.89727783203125,-850.9892578125
2026-06-09T09:18:47.735004,-1123.06396484375,-516.14111328125,-352.62115478515625,-169.5057373046875,-340.91064453125,-850.9859008789062
2026-06-09T09:18:47.745004,-1123.0633544921875,-516.1387329101562,-352.6175231933594,-169.50148010253906,-340.8880615234375,-850.9805908203125
2026-06-09T09:18:47.755004,-1123.060302734375,-516.1399536132812,-352.62359619140625,-169.50485229492188,-340.90423583984375,-850.9855346679688
2026-06-09T09:18:47.765004,-1123.0672607421875,-516.13720703125,-352.61981201171875,-169.50958251953125,-340.8959655761719,-850.9785766601562
2026-06-09T09:18:47.775004,-1123.057373046875,-516.1443481445312,-352.6216125488281,-169.50540161132812,-340.90325927734375,-850.98046875
2026-06-09T09:18:47.785004,-1123.0714111328125,-516.1345825195312,-352.6092224121094,-169.50762939453125,-340.899658203125,-850.9851684570312
2026-06-09T09:18:47.795004,-1123.06005859375,-516.14990234375,-352.6177673339844,-169.5063018798828,-340.8941650390625,-850.9812622070312
2026-06-09T09:18:47.805004,-1123.05908203125,-516.1360473632812,-352.6132507324219,-169.50184631347656,-340.89959716796875,-850.9838256835938
2026-06-09T09:18:47.815004,-1123.0626220703125,-516.1435546875,-352.6199951171875,-169.50767517089844,-340.8948059082031,-850.98291015625
2026-06-09T09:18:47.825004,-1123.060791015625,-516.1450805664062,-352.6191101074219,-169.49539184570312,-340.89178466796875,-850.9754028320312
2026-06-09T09:18:47.835004,-1123.0631103515625,-516.1385498046875,-352.6207275390625,-169.5049591064453,-340.8956604003906,-850.9810180664062
2026-06-09T09:18:47.845004,-1123.06103515625,-516.1491088867188,-352.62103271484375,-169.5046844482422,-341.0691223144531,-850.8704223632812
2026-06-09T09:18:47.855004,-1123.0550537109375,-516.1328735351562,-352.623779296875,-169.50804138183594,-340.96875,-850.91015625
2026-06-09T09:18:47.865004,-1123.0618896484375,-516.1499633789062,-352.6213684082031,-169.50111389160156,-341.00244140625,-850.8739624023438
