timestamp,robot_x,robot_y,speakerL_x,speakerL_y,speakerR_x,speakerR_y
2026-06-08T11:29:32.022915,-1238.2772216796875,-151.17250061035156,-473.7242126464844,210.4539031982422,-453.22125244140625,-469.30706787109375
2026-06-08T11:29:32.032561,-1238.2879638671875,-151.17120361328125,-473.7140197753906,210.44094848632812,-453.2408752441406,-469.3087158203125
2026-06-08T11:29:32.042978,-1238.2783203125,-151.16952514648438,-473.7223815917969,210.45008850097656,-453.2220153808594,-469.30535888671875
2026-06-08T11:29:32.053037,-1238.27880859375,-151.17626953125,-473.7183837890625,210.4412384033203,-453.2244873046875,-469.3123474121094
2026-06-08T11:29:32.063006,-1238.282958984375,-151.1681365966797,-473.7196960449219,210.44512939453125,-453.2319030761719,-469.30914306640625
2026-06-08T11:29:32.072900,-1238.286865234375,-151.16969299316406,-473.7209777832031,210.4394073486328,-453.2267150878906,-469.3100891113281
2026-06-08T11:29:32.082900,-1238.2813720703125,-151.17137145996094,-473.7242736816406,210.44508361816406,-453.233642578125,-469.3119201660156
2026-06-08T11:29:32.092900,-1238.2796630859375,-151.17616271972656,-473.71197509765625,210.44622802734375,-453.23345947265625,-469.31451416015625
2026-06-08T11:29:32.102900,-1238.2867431640625,-151.17379760742188,-473.7184143066406,210.4468994140625,-453.22979736328125,-469.3075256347656
2026-06-08T11:29:32.112900,-1238.2822265625,-151.17172241210938,-473.7132873535156,210.44021606445312,-453.2328186035156,-469.3160705566406
2026-06-08T11:29:32.122900,-1238.275146484375,-151.16880798339844,-473.7095031738281,210.4434356689453,-453.2270202636719,-469.30535888671875
2026-06-08T11:29:32.132900,-1238.2933349609375,-151.16966247558594,-473.7227783203125,210.44430541992188,-453.2297668457031,-469.3101806640625
2026-06-08T11:29:32.142900,-1238.2762451171875,-151.1717529296875,-473.7102966308594,210.45497131347656,-453.24200439453125,-469.2840881347656
2026-06-08T11:29:32.152900,-1238.282958984375,-151.1706085205078,-473.719970703125,210.44244384765625,-453.2503662109375,-469.2875671386719
2026-06-08T11:29:32.162899,-1238.28076171875,-151.16262817382812,-473.7080078125,210.44509887695312,-453.2188720703125,-469.3168640136719
2026-06-08T11:29:32.172899,-1238.282470703125,-151.16940307617188,-473.726318359375,210.4446563720703,-453.2314758300781,-469.3005676269531
2026-06-08T11:29:32.182900,-1238.2823486328125,-151.16461181640625,-473.70867919921875,210.45040893554688,-453.2310485839844,-469.2948303222656
2026-06-08T11:29:32.192899,-1238.285888671875,-151.1741485595703,-473.7218017578125,210.4504852294922,-453.22149658203125,-469.30609130859375
