timestamp,dB_SPL,-90.0,-87.0,-84.0,-81.0,-78.0,-75.0,-72.0,-69.0,-66.0,-63.0,-60.0,-57.0,-54.0,-51.0,-48.0,-45.0,-42.0,-39.0,-36.0,-33.0,-30.0,-27.0,-24.0,-21.0,-18.0,-15.0,-12.0,-9.0,-6.0,-3.0,0.0,3.0,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0,33.0,36.0,39.0,42.0,45.0,48.0,51.0,54.0,57.0,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0,84.0,87.0,90.0
2026-06-09 09:29:54.588732,[93.55396377],2.969866873407436e-07,2.9731214694628595e-07,2.983596536735614e-07,3.0036323166443836e-07,3.037811728907725e-07,3.0939527036595164e-07,3.1843926931275885e-07,3.3273718640686816e-07,3.548166542515951e-07,3.879450803897891e-07,4.360238237642313e-07,5.032780906724784e-07,5.937094222175399e-07,7.103408673399061e-07,8.543773668373327e-07,1.0245010204045999e-06,1.2165776068271012e-06,1.4240129743409158e-06,1.6388299094266664e-06,1.8532550514025967e-06,2.0613047484471003e-06,2.259694316594997e-06,2.4475203457162984e-06,2.624631132444028e-06,2.7892714971862837e-06,2.93615038308729e-06,3.056168253726328e-06,3.138459034898457e-06,3.1742996504383904e-06,3.161325004869582e-06,3.105989886728402e-06,3.0227352125650744e-06,2.9297154561140257e-06,2.8425788527149717e-06,2.7688219638448025e-06,2.7051054677383008e-06,2.6386646440168245e-06,2.552201806024764e-06,2.4302569257849685e-06,2.2646265050153578e-06,2.0570228339741325e-06,1.8184214247187583e-06,1.5658023099364505e-06,1.3177417309684389e-06,1.0903733648539637e-06,8.947596023274156e-07,7.360162564135296e-07,6.13930057286725e-07,5.244747955786971e-07,4.6158796152216114e-07,4.187255893126302e-07,3.899451110439637e-07,3.7047470927980134e-07,3.568620543580234e-07,3.4684942604327194e-07,3.39116800059655e-07,3.329980639983999e-07,3.2823193787278524e-07,3.247727188514451e-07,3.22662082176327e-07,3.219514702064587e-07
2026-06-09 09:29:54.616481,[93.55396377],2.969866873407436e-07,2.9731214694628595e-07,2.983596536735614e-07,3.0036323166443836e-07,3.037811728907725e-07,3.0939527036595164e-07,3.1843926931275885e-07,3.3273718640686816e-07,3.548166542515951e-07,3.879450803897891e-07,4.360238237642313e-07,5.032780906724784e-07,5.937094222175399e-07,7.103408673399061e-07,8.543773668373327e-07,1.0245010204045999e-06,1.2165776068271012e-06,1.4240129743409158e-06,1.6388299094266664e-06,1.8532550514025967e-06,2.0613047484471003e-06,2.259694316594997e-06,2.4475203457162984e-06,2.624631132444028e-06,2.7892714971862837e-06,2.93615038308729e-06,3.056168253726328e-06,3.138459034898457e-06,3.1742996504383904e-06,3.161325004869582e-06,3.105989886728402e-06,3.0227352125650744e-06,2.9297154561140257e-06,2.8425788527149717e-06,2.7688219638448025e-06,2.7051054677383008e-06,2.6386646440168245e-06,2.552201806024764e-06,2.4302569257849685e-06,2.2646265050153578e-06,2.0570228339741325e-06,1.8184214247187583e-06,1.5658023099364505e-06,1.3177417309684389e-06,1.0903733648539637e-06,8.947596023274156e-07,7.360162564135296e-07,6.13930057286725e-07,5.244747955786971e-07,4.6158796152216114e-07,4.187255893126302e-07,3.899451110439637e-07,3.7047470927980134e-07,3.568620543580234e-07,3.4684942604327194e-07,3.39116800059655e-07,3.329980639983999e-07,3.2823193787278524e-07,3.247727188514451e-07,3.22662082176327e-07,3.219514702064587e-07
2026-06-09 09:29:54.645871,[70.60679734],3.9934723370320585e-09,4.011401070855398e-09,4.065289312603475e-09,4.155400445802337e-09,4.282029473749015e-09,4.445282517848154e-09,4.644761996713693e-09,4.879159426831836e-09,5.145772618115531e-09,5.439993789821015e-09,5.754865575656715e-09,6.080875371788149e-09,6.406247112996683e-09,6.718065902343176e-09,7.004580198230821e-09,7.258888398844131e-09,7.483849080283775e-09,7.697422665459927e-09,7.936842818598585e-09,8.259294631343626e-09,8.7365834710053e-09,9.442096893106668e-09,1.0430458381818192e-08,1.1713385195150635e-08,1.323843114255727e-08,1.4879020377427002e-08,1.6443013969394067e-08,1.770244046058152e-08,1.8439951289142845e-08,1.8500539874557035e-08,1.7833206603445526e-08,1.6508793752960753e-08,1.4707196251008387e-08,1.2677116973986774e-08,1.0680520019628684e-08,8.938338430629544e-09,7.592275309831703e-09,6.690853520815792e-09,6.1993231603480214e-09,6.0260673995808945e-09,6.054979656066805e-09,6.1742057485784585e-09,6.295312645382409e-09,6.361349782055873e-09,6.345722197923777e-09,6.245493493035752e-09,6.0727720429095295e-09,5.8468339230764e-09,5.588327292352282e-09,5.315809123536193e-09,5.044209482326349e-09,4.784582564698607e-09,4.54454743619983e-09,4.328989601259932e-09,4.140775158365404e-09,3.981366879389851e-09,3.85131398824235e-09,3.750625476160396e-09,3.6790476023455543e-09,3.636264242617019e-09,3.622032956768452e-09
2026-06-09 09:29:54.673674,[67.00613118],3.47341145070594e-09,3.4871907398743986e-09,3.5287065747709608e-09,3.5984870854810247e-09,3.69739335759809e-09,3.826590604454695e-09,3.9875057213325375e-09,4.181765053472808e-09,4.411099419695063e-09,4.677195106395961e-09,4.98146305235092e-09,5.324700034163465e-09,5.7066337649212705e-09,6.125385948392549e-09,6.57695410560541e-09,7.0548905335347325e-09,7.550411501449487e-09,8.053152104724124e-09,8.552644671569834e-09,9.04032879801867e-09,9.511556633543203e-09,9.966779259122481e-09,1.0411079522029057e-08,1.0851603096540664e-08,1.1293224288146124e-08,1.1733723690852561e-08,1.2160415430465184e-08,1.2550097569032576e-08,1.2873218938125071e-08,1.3101513728980856e-08,1.3216724185467939e-08,1.321721272632811e-08,1.3119763032385117e-08,1.2955579168701241e-08,1.276169768069787e-08,1.2570751376116537e-08,1.240252270001654e-08,1.2259856753449888e-08,1.21297542654194e-08,1.19886478492216e-08,1.1809699460367464e-08,1.15697575616984e-08,1.1254235164575244e-08,1.0859184667070938e-08,1.0390793561435772e-08,9.863114239977744e-09,9.295005760088345e-09,8.707110733594326e-09,8.119387283394658e-09,7.549411608799505e-09,7.011443308234455e-09,6.516122360928659e-09,6.0706242681609526e-09,5.679106764593201e-09,5.343310593900113e-09,5.063211110645505e-09,4.83764887579203e-09,4.6648932803008614e-09,4.5431131858687105e-09,4.470742889688972e-09,4.44674082279451e-09
2026-06-09 09:29:54.700013,[65.42149788],2.0317796448973566e-09,2.040031481236041e-09,2.0648175233124746e-09,2.1062154482603287e-09,2.164309150176573e-09,2.239123494756053e-09,2.3305396849810078e-09,2.438198699490567e-09,2.561402497719942e-09,2.699023548695615e-09,2.849431490291604e-09,3.0104406701443704e-09,3.179274897024698e-09,3.3525395331677625e-09,3.5261924291666326e-09,3.695521343925096e-09,3.855169934245608e-09,3.999300740510963e-09,4.122020709853834e-09,4.2181886039849615e-09,4.284639822905335e-09,4.321691234756472e-09,4.3345618972103125e-09,4.334155464235982e-09,4.336618092369722e-09,4.361306584602371e-09,4.4272739402679605e-09,4.548966640959877e-09,4.732287657986686e-09,4.972267746108526e-09,5.253193916035072e-09,5.5512753040734175e-09,5.839083824954503e-09,6.0904469595974256e-09,6.284426272238228e-09,6.407479315139318e-09,6.453636365502425e-09,6.423192154011989e-09,6.320756635227848e-09,6.153455580247302e-09,5.9297368723851134e-09,5.658832466761263e-09,5.350635726412803e-09,5.01566377929204e-09,4.664858311225694e-09,4.309144139019808e-09,3.958816999333124e-09,3.6229124127540164e-09,3.308707273988292e-09,3.021450659686344e-09,2.764347344667015e-09,2.5387566192939292e-09,2.3445348584583336e-09,2.180443373428043e-09,2.044555447104525e-09,1.934617899971351e-09,1.8483446455597893e-09,1.78363744240291e-09,1.7387405816283464e-09,1.712341854892944e-09,1.7036331414498069e-09
2026-06-09 09:29:54.726419,[65.42149788],2.0317796448973566e-09,2.040031481236041e-09,2.0648175233124746e-09,2.1062154482603287e-09,2.164309150176573e-09,2.239123494756053e-09,2.3305396849810078e-09,2.438198699490567e-09,2.561402497719942e-09,2.699023548695615e-09,2.849431490291604e-09,3.0104406701443704e-09,3.179274897024698e-09,3.3525395331677625e-09,3.5261924291666326e-09,3.695521343925096e-09,3.855169934245608e-09,3.999300740510963e-09,4.122020709853834e-09,4.2181886039849615e-09,4.284639822905335e-09,4.321691234756472e-09,4.3345618972103125e-09,4.334155464235982e-09,4.336618092369722e-09,4.361306584602371e-09,4.4272739402679605e-09,4.548966640959877e-09,4.732287657986686e-09,4.972267746108526e-09,5.253193916035072e-09,5.5512753040734175e-09,5.839083824954503e-09,6.0904469595974256e-09,6.284426272238228e-09,6.407479315139318e-09,6.453636365502425e-09,6.423192154011989e-09,6.320756635227848e-09,6.153455580247302e-09,5.9297368723851134e-09,5.658832466761263e-09,5.350635726412803e-09,5.01566377929204e-09,4.664858311225694e-09,4.309144139019808e-09,3.958816999333124e-09,3.6229124127540164e-09,3.308707273988292e-09,3.021450659686344e-09,2.764347344667015e-09,2.5387566192939292e-09,2.3445348584583336e-09,2.180443373428043e-09,2.044555447104525e-09,1.934617899971351e-09,1.8483446455597893e-09,1.78363744240291e-09,1.7387405816283464e-09,1.712341854892944e-09,1.7036331414498069e-09
2026-06-09 09:29:54.786285,[69.49937206],2.0526564573034464e-09,2.0675275650072564e-09,2.1126985674189425e-09,2.1898564549507515e-09,2.301857950217269e-09,2.4527919524807163e-09,2.6480562012133297e-09,2.8944365989650055e-09,3.2001736898331964e-09,3.5749971341284138e-09,4.030106257779831e-09,4.5780732479453445e-09,5.2326448226534906e-09,6.008416234175281e-09,6.9203446226621844e-09,7.983052804953882e-09,9.209847869597493e-09,1.0611347252882909e-08,1.2193586648166656e-08,1.3955511306240134e-08,1.5885863446483196e-08,1.7959699152489535e-08,2.0135083599444e-08,2.2350845982239933e-08,2.4526484691367154e-08,2.656523527369933e-08,2.8360836807358115e-08,2.980768040005988e-08,3.081299949835801e-08,3.130890866332746e-08,3.126177259397704e-08,3.0676796548971415e-08,2.959680802669361e-08,2.809561067859284e-08,2.6267558020024913e-08,2.4215703633747124e-08,2.2040858957818365e-08,1.9833241157688286e-08,1.766744021923494e-08,1.5600538710015187e-08,1.3672634650363588e-08,1.1908823407079517e-08,1.032180772090151e-08,8.914570010682066e-09,7.682812648646095e-09,6.61706569533622e-09,5.704460153731461e-09,4.930193565993225e-09,4.278711230096221e-09,3.7346187698354835e-09,3.283342459091343e-09,2.911562188108441e-09,2.607452459008157e-09,2.360773905806939e-09,2.162859139169502e-09,2.0065327056098245e-09,1.8859976801098437e-09,1.7967131471151905e-09,1.7352792393380727e-09,1.6993403508042232e-09,1.6875127990450638e-09
2026-06-09 09:29:54.813655,[69.49937206],2.0526564573034464e-09,2.0675275650072564e-09,2.1126985674189425e-09,2.1898564549507515e-09,2.301857950217269e-09,2.4527919524807163e-09,2.6480562012133297e-09,2.8944365989650055e-09,3.2001736898331964e-09,3.5749971341284138e-09,4.030106257779831e-09,4.5780732479453445e-09,5.2326448226534906e-09,6.008416234175281e-09,6.9203446226621844e-09,7.983052804953882e-09,9.209847869597493e-09,1.0611347252882909e-08,1.2193586648166656e-08,1.3955511306240134e-08,1.5885863446483196e-08,1.7959699152489535e-08,2.0135083599444e-08,2.2350845982239933e-08,2.4526484691367154e-08,2.656523527369933e-08,2.8360836807358115e-08,2.980768040005988e-08,3.081299949835801e-08,3.130890866332746e-08,3.126177259397704e-08,3.0676796548971415e-08,2.959680802669361e-08,2.809561067859284e-08,2.6267558020024913e-08,2.4215703633747124e-08,2.2040858957818365e-08,1.9833241157688286e-08,1.766744021923494e-08,1.5600538710015187e-08,1.3672634650363588e-08,1.1908823407079517e-08,1.032180772090151e-08,8.914570010682066e-09,7.682812648646095e-09,6.61706569533622e-09,5.704460153731461e-09,4.930193565993225e-09,4.278711230096221e-09,3.7346187698354835e-09,3.283342459091343e-09,2.911562188108441e-09,2.607452459008157e-09,2.360773905806939e-09,2.162859139169502e-09,2.0065327056098245e-09,1.8859976801098437e-09,1.7967131471151905e-09,1.7352792393380727e-09,1.6993403508042232e-09,1.6875127990450638e-09
2026-06-09 09:29:54.842156,[93.52919095],2.905121831970722e-07,2.906746168192997e-07,2.912247887522545e-07,2.923723083616063e-07,2.9453592565664385e-07,2.98444314139592e-07,3.052661896214001e-07,3.167496132512761e-07,3.353343366093505e-07,3.6418328043974246e-07,4.070667037407549e-07,4.6803607598734634e-07,5.508560875037328e-07,6.582300249202195e-07,7.909503502055998e-07,9.472065987166658e-07,1.1223390816658291e-06,1.3092830573769154e-06,1.49976755710241e-06,1.686035628660523e-06,1.8625379440193496e-06,2.026883575262591e-06,2.179469979647331e-06,2.321709097974864e-06,2.4534735801693238e-06,2.570974688289556e-06,2.666370738733356e-06,2.7297897926934277e-06,2.753296861299465e-06,2.735176758792781e-06,2.6823981139330586e-06,2.6096756859207083e-06,2.535012791831926e-06,2.473300403376733e-06,2.4305993310272002e-06,2.4015627045810687e-06,2.371129250745041e-06,2.3197961370468215e-06,2.2303483067108662e-06,2.093506232586622e-06,1.910629895130378e-06,1.6929406362204822e-06,1.4580327694997503e-06,1.2252163947613891e-06,1.0112808985240454e-06,8.277558217844106e-07,6.800126030051003e-07,5.679218639782417e-07,4.874385101413439e-07,4.3244724461363074e-07,3.96368224597264e-07,3.7326665338845793e-07,3.584275321828392e-07,3.4849548947685485e-07,3.4133427137275324e-07,3.357533905811142e-07,3.3121060374227184e-07,3.2755312537852483e-07,3.2482254007828117e-07,3.2312372013251337e-07,3.225461533330445e-07
