timestamp,bump1,bump2,bump3,bump4,bump5,bump6,bump7,bump8,bump9,bump10,bump11,bump12,bump13,bump14,bump15,bump16,bump17,bump18,bump19,bump20,bump21,bump22,bump23,bump24,bump25,bump26,bump27,bump28,bump29,bump30,bump31,bump32,bump33,bump34,bump35,bump36,bump37,bump38,bump39,bump40,bump41,bump42,bump43,bump44,bump45,bump46,bump47,bump48,bump49,bump50,angle,speakerL_x,speakerL_y,speakerR_x,speakerR_y,robot_x,robot_y,sample_index,time_seconds,left_volume,right_volume,dB_SPL
2026-06-09 09:36:21.119374,-102.0,138.0,-44.05160638820425,50.99999999999997,-33.00000000000001,126.31360404350262,113.99999999999999,-169.5,-6.00000000000001,0.0,0.0,-19.063341520773747,-147.3371797324979,-71.70418562748111,127.69843466320228,0.0,83.48128758688313,-40.13467736214865,0.0,70.29560893934405,-108.4887607481457,128.5775664593502,171.08868770932014,-154.68760690375416,100.59123598425015,126.9100537586729,112.86389772378318,175.5,3.6429644158315706,126.59981668640171,-177.62147264534755,32.999999999999986,-149.07972475076608,-121.44534733700544,-111.55829027665254,72.26376577937816,-75.35847632935823,-171.10965449590248,7.499999999999987,0.0,63.44696933422763,-44.430116371464855,113.99173569253671,134.01727285309633,-99.00000000000001,110.99999999999997,-118.49999999999999,-33.14094017246322,-81.0165971337593,-123.83873343077299,47.941502410445345,-352.52880859375,-183.2672271728516,-343.8197326660156,-855.0284423828125,-1103.6068115234375,-529.3360595703125,526848,10.976,0.661352,0.718326,67.69575006
2026-06-09 09:36:21.151020,-94.45840248457549,101.34001675602795,-4.4817163373005595,-159.0,-129.63142145204804,0.0,128.99999999999997,130.03932611739674,153.0,85.22559984033239,100.28363633550913,-21.094469166072894,-21.000000000000018,-57.000000000000014,-73.77291841118206,0.0,-10.500000000000009,-51.83624175140517,-122.5387607002865,-108.50471260792713,-96.00000000000001,123.09206339328495,-168.1119860925716,-45.02013567646892,108.07307229436151,0.0,53.84230376671341,34.09022926077587,-141.0,28.499999999999986,172.60177523424127,103.44547080455014,-62.538976642989866,136.5,27.73175659274323,-99.32598350806339,-121.18512686042386,0.0,0.0,154.61317143570915,7.379522584269555,-98.7697987941268,-87.0,-46.74078194592471,105.40284111277936,-60.500870444791815,98.40757162285941,116.56396693413717,-145.22265557478974,-43.5,47.967619356474536,-352.5416564941406,-183.2665863037109,-343.6241455078125,-855.010009765625,-1103.0340576171875,-529.3908081054688,528384,11.008,0.691888,0.68447,65.38597487
2026-06-09 09:36:21.271782,-0.3472515521769155,-7.042954325628111,6.9665067345499185,0.509370530086692,1.8359530595158047,-7.6027720138067165,-3.037504406069417,10.914879545838172,-7.880980859523214,-1.5000000000000082,-1.0342238554999035,-8.525827255750732,3.4318791746744157,-8.165315918924755,13.18831295316359,9.480424596484415,-8.823395510457267,2.383101278390758,1.0952466068184645,7.2604738123881924,2.53808309544035,-2.919409913866026,3.436230419279631,9.896127843867115,4.233727363361648,-5.439719917864419,-4.6857929330838335,-4.343319415840736,0.885072933390896,-12.185298869335844,1.499999999999991,-9.545747655592969,-5.682576767164923,2.92538330589644,3.0396403278492534,-10.346742972989851,5.99999999999999,-10.584842300940293,-12.064660910368696,7.931067071978376,-3.5490685280865977,-7.150987090227941,4.855474631367784,2.8614837097506243,-7.90214130269649,-2.0632285694755605,-5.786112848856347,-10.500000000000009,10.555340504675142,-10.406454065251259,48.125642082317945,-352.5068359375,-183.28726196289065,-343.9332580566406,-854.9183349609375,-1100.2440185546875,-529.431396484375,534528,11.136,0.691433,0.666176,90.8279365
2026-06-09 09:36:21.305865,74.49083053005373,0.0,39.278590407430606,129.07081708142627,20.113386741168345,32.74492657201399,-123.00000000000001,-151.5,164.00101701768256,-93.0,-39.23311527896331,-88.42142649317114,108.30797671689875,-163.49999999999997,-6.2864842991206995,-11.466335136559948,-94.20159669342391,-71.14126279426951,-94.52543927310384,-33.0,98.81585669825459,-135.0,110.99999999999997,50.13208157777514,142.5,87.3392293661344,86.63820111730854,112.49999999999997,61.791870039962895,18.43494882292201,99.83980687570752,119.99999999999997,35.99999999999998,-27.0,10.909933811721137,45.403040072191374,-111.93231535819362,80.67244402945941,-0.6113815387712315,-101.17057830189331,-44.99999999999999,-48.27900179140396,2.9999999999999916,-171.00000000000006,-58.052630775992604,0.0,89.09446419016804,36.0,-90.0,-8.331071723411481,48.18696118388561,-352.5364990234375,-183.26158142089844,-343.5558776855469,-855.1130981445312,-1099.2435302734375,-529.47802734375,536064,11.168,0.709587,0.689325,68.12723574
2026-06-09 09:36:21.336910,-160.80978194669282,44.99999999999999,-54.235367557146645,-129.00000000000003,-24.000000000000007,71.96373362911945,43.49999999999999,-176.0034082660983,165.96212817525574,0.0,95.5415378622412,-55.499999999999986,159.64801297808188,0.0,-143.97920573611972,-115.50000000000001,-78.00000000000001,-58.500000000000014,59.59089283832483,101.99999999999997,-21.000000000000018,120.3921082934968,-123.00000000000003,-75.19114703071666,-92.18070609325699,-59.17866697206873,-88.5,-107.10123087204444,-2.223567585688546,78.60134342816396,74.12926075817533,-78.00000000000001,44.99999999999999,-96.00000000000001,125.6150209495616,-67.76124390703502,-148.5,59.999999999999986,-82.02150125275958,-166.35623615723023,-73.50000000000001,-114.76126063992865,178.54754676873782,158.0071781782645,54.08285828750246,119.39279904528753,-171.44854614221936,116.08627986264312,0.0,-12.000000000000018,48.21740962474148,-352.52996826171875,-183.27359008789065,-343.5680847167969,-855.0303344726562,-1098.6033935546875,-529.5423583984375,537600,11.2,0.67404,0.716377,65.08291727
2026-06-09 09:36:21.367216,177.0,-135.0,-75.83832244454987,0.0,68.99999999999999,119.94693628186133,14.929358686087268,-90.66047704250946,144.94611941777754,79.49999999999999,176.99999999999997,52.74825244291737,-175.20415440300596,-123.00000000000001,-154.49999999999997,113.98913019667116,-35.26278053626589,-18.0,52.862949284447375,0.0,132.96029158188415,0.0,0.0,-87.217990636339,0.0,169.5,-40.500000000000014,90.0,153.6085216079568,134.99999999999997,-29.46225753697975,151.3776946400255,97.27895468509085,-93.0,-139.5,-33.00000000000001,82.08751862313,-49.737377294000524,-28.05030742955049,131.58603069884032,0.0,-157.50000000000003,-128.71453220007044,167.72703367064915,-58.198000568390796,155.99999999999997,17.57463193429741,78.08101394135106,-23.735703053466437,-22.500000000000014,48.24957167307725,-352.5415954589844,-183.26654052734372,-343.6014404296875,-854.9401245117188,-1097.96630859375,-529.6078491210938,538624,11.221333,0.715368,0.677807,65.08291727
2026-06-09 09:36:21.458539,11.384622381723782,-0.9364780301209845,-2.7740336641172227,-1.6182486984681197,4.49999999999999,-10.596919206377049,3.5752234804815304,3.7302785572164376,-12.891502901662104,2.9408108000218927,-9.658211406874965,-7.893464741226736,-1.4032759706194256,-3.5544607794617638,-8.293675964991976,1.6591175952950497,-14.860408276414319,2.9999999999999907,-6.315142173767967,-4.506241613744836,3.7216316966885197,-3.947989629262291,14.114608696894141,-3.4243682173230527,-3.1695025798303553,-6.9439895982073825,1.4292015958368705,-0.9934043180693523,11.650936735558496,5.111401541569522,0.6619350569744777,-1.6788798882648548,-4.500000000000008,-0.12099854235413743,-8.706939269408618,5.278210348831558,-6.15544973696592,2.7594354111225736,-11.248836765014671,-8.362691895104911,2.46198728504619,3.8948173306671405,-4.880980859523213,-3.150922543138138,-6.000000000000008,-2.32849725086092,-0.8557486333382384,3.1840626294644947,1.4642695725575325,-4.555963770079531,48.38611947694221,-352.5395202636719,-183.26124572753903,-343.5711669921875,-855.0741577148438,-1095.7149658203125,-529.7442016601562,543232,11.317333,0.744316,0.716095,90.96877002
2026-06-09 09:36:21.491724,-5.861483709750642,-3.8346840810752614,-5.784455479403123,-9.28465603051771,-7.9658884858192005,-3.3349484898902673,-1.5000000000000082,-4.500000000000008,-6.98651320372771,27.794747308537843,-13.467922585316535,7.6119356515667045,10.916326425521577,-9.38059252340767,-0.21934749013151603,-0.3893317269820719,1.7791492103881092,3.3758154987230964,-10.136258026596352,-2.9253833058964567,-13.69510131483052,-0.3688989002279714,11.978245181058004,-0.4181814028230092,-1.5707984041631293,-4.656680584159279,-1.4093534503812735,-7.062934509324255,2.5870377110538527,-4.108337452694603,3.8246610260140055,2.048219855610286,0.10188088527453266,-1.5000000000000087,-17.043375164119848,-5.5605554467598655,-1.7248148518195026,-0.8095198496653837,-7.312908081931422,7.4951063966363565,-1.7706635433658944,0.9067800382533031,3.183556497990937,7.226659509729393,-11.916334179624874,-4.078396116458807,-16.433155233589318,-5.850932014203692,0.7924469519915387,-10.25984741873599,48.42953620087575,-352.534423828125,-183.2728271484375,-343.6177673339844,-854.9259643554688,-1094.7978515625,-529.8184204101562,544768,11.349333,0.75306,0.733669,90.96877002
2026-06-09 09:36:21.521923,85.80280892722175,-37.26169845330679,-176.70104061610326,50.51730614025628,-53.99999999999999,68.99999999999999,137.90471285082904,103.03981155014755,-138.00000000000003,95.99999999999999,-133.50000000000003,-90.3061271567077,7.499999999999993,48.53324750549179,120.72401616630995,0.0,-24.000000000000007,146.99999999999997,46.721360806230386,-128.387706792924,147.0,46.49999999999999,30.411754691550453,0.0,-109.68583709019944,0.0,-43.58896687955405,-2.0974344786376333,10.499999999999993,-89.68581414339305,17.45271982238833,161.18165121355122,-158.70168729682706,-174.55143832930753,-93.0,-17.65311729122972,8.043933629599065,-98.20453822690378,-63.000000000000014,-147.00000000000003,-63.0,97.97064013752563,0.0,10.887502447473961,93.33678795682047,32.999999999999986,131.7885841454357,110.99999999999997,-153.00000000000009,14.999999999999996,48.48090122468111,-352.5301208496094,-183.2566680908203,-343.6244506835937,-854.8746948242188,-1093.864501953125,-529.8694458007812,546304,11.381333,0.744659,0.763208,71.1660158
2026-06-09 09:36:21.557515,59.999999999999986,-106.33022930785813,-78.00000000000001,166.20493144858605,117.91765836644409,28.69681913160482,167.99999999999997,172.49999999999997,0.0,-71.99999999999999,158.99999999999997,-73.06560313281938,-44.99999999999999,158.7181420301836,178.69923404637498,-36.507153700675424,0.0,-143.9698169143218,-75.0,-162.55758291076344,-28.03927655006532,-31.797556799804486,-66.57743523642918,114.02496859378624,-87.00000000000001,44.99999999999999,-115.82047962477326,9.481337740933911,-155.03844006540157,79.90440977918075,-108.2345771919466,65.24138629902363,168.22281556049518,-41.59282219333373,128.97516165069345,77.99999999999999,-1.2277827483658427e-14,36.22654694378581,162.23732741961004,-33.00000000000001,-34.50000000000001,126.0,92.99999999999997,11.999999999999991,-49.24050185575629,125.61765703683777,-101.01994720166894,140.66190915946754,-17.651084206649525,-60.4580654904388,48.551525760154355,-352.5394592285156,-183.2635040283203,-343.6316223144531,-854.91455078125,-1092.6820068359375,-529.958984375,547840,11.413333,0.690695,0.697414,65.06018234
